MaGiaoDich,NgayThanhToan,ThangThanhToan,DoTuoiThiSinh,TenChungChi,LinhVuc,GiaGoc,PhanTramGiamGia,DoanhThuThucTe,PhuongThucThanhToan,NgayThi,DiemThi,TrangThaiThi
HD00831,2024-11-28,2024-11,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-12-16,6.5,Đạt
HD01047,2024-11-28,2024-11,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-12-13,5.0,Đạt
HD00086,2024-11-29,2024-11,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-12-24,7.5,Đạt
HD00196,2024-11-29,2024-11,22,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-12-19,6.5,Đạt
HD00557,2024-11-29,2024-11,26,IC3,Tin Học,750000,0.1,675000.0,Chuyển khoản,2024-12-19,665,Không đạt
HD00657,2024-11-29,2024-11,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-12-20,860,Đạt
HD00144,2024-12-01,2024-12,28,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-12-29,5.5,Đạt
HD00985,2024-12-01,2024-12,16,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2024-12-29,6.0,Đạt
HD00123,2024-12-02,2024-12,20,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Momo,2024-12-21,365,Không đạt
HD00550,2024-12-02,2024-12,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-12-19,705,Đạt
HD00619,2024-12-02,2024-12,24,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2025-01-01,7.0,Đạt
HD01345,2024-12-02,2024-12,15,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-12-20,550,Đạt
HD00108,2024-12-03,2024-12,25,MOS Word,Tin Học,850000,0.2,680000.0,Tiền mặt,2024-12-26,859,Đạt
HD00181,2024-12-05,2024-12,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-12-20,665,Đạt
HD01422,2024-12-05,2024-12,21,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Momo,2024-12-24,500,Không đạt
HD00346,2024-12-06,2024-12,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2025-01-01,420,Không đạt
HD00551,2024-12-06,2024-12,22,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Tiền mặt,2024-12-29,5.6,Đạt
HD01090,2024-12-06,2024-12,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2025-01-05,785,Đạt
HD01372,2024-12-06,2024-12,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2025-01-04,6.0,Đạt
HD00592,2024-12-07,2024-12,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-12-30,570,Đạt
HD00699,2024-12-07,2024-12,26,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Momo,2025-01-03,515,Không đạt
HD00785,2024-12-07,2024-12,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-12-29,370,Không đạt
HD00268,2024-12-10,2024-12,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2025-01-07,6.5,Đạt
HD00369,2024-12-11,2024-12,17,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-12-29,714,Đạt
HD00479,2024-12-11,2024-12,23,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Tiền mặt,2025-01-08,6.7,Đạt
HD00056,2024-12-12,2024-12,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-12-29,715,Đạt
HD00575,2024-12-12,2024-12,26,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2025-01-03,724,Đạt
HD00159,2024-12-13,2024-12,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-12-28,680,Đạt
HD00624,2024-12-13,2024-12,22,MOS Excel,Tin Học,850000,0,850000,VNPay,2024-12-30,789,Đạt
HD01167,2024-12-13,2024-12,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-12-31,4.5,Không đạt
HD00183,2024-12-15,2024-12,15,IC3,Tin Học,750000,0,750000,VNPay,2025-01-10,764,Đạt
HD00482,2024-12-15,2024-12,25,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2025-01-05,752,Đạt
HD00634,2024-12-15,2024-12,20,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2025-01-07,6.0,Đạt
HD00511,2024-12-16,2024-12,26,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2025-01-04,615,Đạt
HD00713,2024-12-16,2024-12,24,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2024-12-31,555,Đạt
HD00081,2024-12-17,2024-12,23,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2025-01-10,7.5,Đạt
HD01138,2024-12-17,2024-12,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2025-01-06,7.0,Đạt
HD01227,2024-12-17,2024-12,19,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2025-01-04,7.5,Đạt
HD00342,2024-12-18,2024-12,20,MOS Word,Tin Học,850000,0.2,680000.0,Tiền mặt,2025-01-01,760,Đạt
HD00698,2024-12-18,2024-12,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2025-01-09,415,Không đạt
HD00129,2024-12-20,2024-12,20,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2025-01-17,4.5,Không đạt
HD00169,2024-12-20,2024-12,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2025-01-09,655,Đạt
HD00226,2024-12-20,2024-12,23,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2025-01-16,630,Đạt
HD00667,2024-12-20,2024-12,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2025-01-12,5.0,Đạt
HD00703,2024-12-20,2024-12,15,IC3,Tin Học,750000,0,750000,Momo,2025-01-15,598,Không đạt
HD00947,2024-12-20,2024-12,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2025-01-14,6.5,Đạt
HD00377,2024-12-21,2024-12,28,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2025-01-13,6.0,Đạt
HD01194,2024-12-22,2024-12,18,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2025-01-18,3.0,Không đạt
HD00111,2024-12-23,2024-12,23,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2025-01-13,3.6,Không đạt
HD01282,2024-12-23,2024-12,15,VSTEP,Ngoại Ngữ,1800000,0.2,1440000.0,Momo,2025-01-19,7.5,Đạt
HD00552,2024-12-25,2024-12,21,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2025-01-23,5.5,Đạt
HD00900,2024-12-25,2024-12,28,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2025-01-13,805,Đạt
HD01149,2024-12-25,2024-12,15,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2025-01-22,5.5,Đạt
HD01193,2024-12-25,2024-12,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2025-01-22,7.5,Đạt
HD00020,2024-12-27,2024-12,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2025-01-16,505,Không đạt
HD00176,2024-12-27,2024-12,32,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2025-01-10,555,Đạt
HD00528,2024-12-27,2024-12,18,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2025-01-12,985,Đạt
HD00860,2024-12-28,2024-12,23,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2025-01-11,816,Đạt
HD01457,2024-12-28,2024-12,21,MOS Excel,Tin Học,850000,0.15,722500.0,Chuyển khoản,2025-01-19,816,Đạt
HD00534,2024-12-29,2024-12,22,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Chuyển khoản,2025-01-22,5.4,Đạt
HD00644,2024-12-29,2024-12,21,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2025-01-22,672,Không đạt
